seller_id;seller_zip_code_prefix;seller_city;seller_state
3442f8959a84dea7ee197c632cb2df15;13023;campinas;SP
d1b65fc7debc3361ea86b5f14c68d2e2;13844;mogi guacu;SP
ce3ad9de960102d0677a81f5d0bb7b2d;20031;rio de janeiro;RJ
c0f3eea2e14555b6faeea3dd58c1b1c3;4195;sao paulo;SP
51a04a8a6bdcb23deccc82b0b80742cf;12914;braganca paulista;SP
c240c4061717ac1806ae6ee72be3533b;20920;rio de janeiro;RJ
e49c26c3edfa46d227d5121a6b6e4d37;55325;brejao;PE
1b938a7ec6ac5061a66a3766e0e75f90;16304;penapolis;SP
768a86e36ad6aae3d03ee3c6433d61df;1529;sao paulo;SP
ccc4bbb5f32a6ab2b7066a4130f114e3;80310;curitiba;PR
8cb7c5ddf41f4d506eba76e9a4702a25;75110;anapolis;GO
a7a9b880c49781da66651ccf4ba9ac38;13530;itirapina;SP
8bd0f31cf0a614c658f6763bd02dea69;1222;sao paulo;SP
05a48cc8859962767935ab9087417fbb;5372;sao paulo;SP
7b8e8ec35bad4b0ef7e3963650b0a87b;88705;tubarao;SC
1444c08e64d55fb3c25f0f09c07ffcf2;42738;lauro de freitas;BA
166e8f1381e09651983c38b1f6f91c11;88780;imbituba;SC
e38db885400cd35c71dfd162f2c1dbcf;70740;brasilia;DF
d2e753bb80b7d4faa77483ed00edc8ca;45810;porto seguro;BA
f9ec7093df3a7b346b7bcf7864069ca3;5138;sao paulo;SP
4e6015589b781adaa5ce7f1892d06bb1;11440;guaruja;SP
4cf490a58259286ada5ba8525ba9e84a;14910;tabatinga;SP
f7496d659ca9fdaf323c0aae84176632;4156;sao paulo;SP
2ff97219cb8622eaf3cd89b7d9c09824;13320;salto;SP
8bd0e3abda539b9479c4b44a691be1ec;98910;tres de maio;RS
2a1348e9addc1af5aaa619b1a3679d6b;30494;belo horizonte;MG
2078fe5066350e7d220c0ad3a3bbc6c1;86707;arapongas;PR
116ccb1a1604bc88e4d234a8c23f33de;9850;sao bernardo do campo;SP
430315b7bb4b6e4b3c978f9dfa9b0558;4857;sao paulo;SP
406822777a0b9eb5c50e442dd4cd3ec5;18500;tatui;SP
4dbd95a08b31ede5c82d3f861cb1ce1a;80210;curitiba;PR
e9e446d01bd10a97a8ffcfc4a3a20cb2;2261;sao paulo;SP
d52cbce9845184537284a23c3bc3da0e;88495;garopaba;SC
d9a84e1403de8da0c3aa531d6d108ba6;3562;sao paulo;SP
9c690ceacd5c66731bf443ea810195cb;37650;camanducaia;MG
1f9ab4708f3056ede07124aad39a2554;17602;tupa;SP
1961c3e1272bfeceb05d0b78b5bbfdaf;7241;guarulhos;SP
d3e7d37c0df9aef383f3f2a15b0dddfb;83050;sao jose dos pinhais;PR
ec2e006556300a79a5a91e4876ab3a56;3445;sao paulo;SP
b2a6d334e2833acea353624840e25a0e;4133;sao paulo;SP
d3674f271c91f824f82d24d92011f669;72233;brasilia;DF
768de2a4fc06aacecb9a586ccc30746a;70645;brasilia;DF
a81466620e46a6970b22ef40379fdfc9;88730;sao ludgero;SC
5c030029b5916fed0986310385ec9009;88075;sao jose;SC
c0f783394e37cd9c9d7f5f81141450fa;13416;piracicaba;SP
c353f8fc0ce8344999f17d578eb69a5e;90850;porto alegre;RS
8444e55c1f13cd5c179851e5ca5ebd00;37584;congonhal;MG
28a26ebce31d5918b181ede016fd693b;31950;belo horizonte;MG
41ab63a91b8b264e8c8780368bf1dd5b;31555;belo horizonte;MG
8759e7aedd644f487315e5860962f162;9251;santo andre;SP
e546117ed9cafbc40239c0c78635c584;4705;sao paulo;SP
d71d863e5ef30d94e440c11be17dcd8f;6144;osasco;SP
0c7533c71df861ec58ad7ff999ed0e8d;13270;valinhos;SP
ef990a83bbea832f36ebe81376335aa8;89214;joinville;SC
41e0fa5761c886a630994a55c12087e7;11446;guaruja;SP
0747d5bb69f0586cc869d8af4c50f93e;28990;saquarema;RJ
7d294cf9a6a69dc6a0c3e540fff0e039;88390;barra velha;SC
c89cf7c468a48af70aada384e722f9e2;25730;petropolis;RJ
b7ba853e9551f4558440881fd3e5c815;95500;santo antonio da patrulha;RS
13c2ed7698b3ca92dad49e849219da59;84010;ponta grossa;PR
cbbd5ae8f53de5f5097cd8217b529e24;6544;santana de parnaiba;SP
02ecc2a19303f05e59ce133fd923fff7;9121;santo andre;SP
c013e57c075a06e5b5c48ee03c525719;13568;sao carlos;SP
55f7a3319d80f7fdf078b8f03e6725fe;6056;osasco;SP
2d50d6282f8aa2257819a77bfaa0efe0;14940;ibitinga;SP
b7e1750c1157341d2abd0251e07c186b;5741;sao paulo;SP
b90e891671cffd9557f33a97dc523645;83010;sao jose dos pinhais;PR
a416b6a846a11724393025641d4edd5e;3702;sao paulo;SP
7e93a43ef30c4f03f38b393420bc753a;6429;barueri;SP
5206cc4bc2297c833e6061c49bf9c43f;6192;osasco;SP
f410c8873029fcc3809b9df6d0b28914;95076;caxias do sul;SP
ef506c96320abeedfb894c34db06f478;3569;sao paulo;SP
a13aaf2d2886ab9fb30fb9a920160b8f;89207;joinville;SC
7299e27ed73d2ad986de7f7c77d919fa;38440;araguari;MG
8a9260f2b0340411d6d2a56bcf4f7378;32180;contagem;MG
dedcab67899479e4ea5dcc4eba47f587;89258;jaragua do sul;SC
b2479f944e1b90cf8a5de1bbfde284d6;14940;ibitinga;SP
7722b1df1b0e383e000397b2c11e3e19;9715;sao bernardo do campo;SP
731ef20c231d9a7103a425e83fd91271;88501;lages - sc;SC
78813699ffac347fe27dba345a5f1551;95711;bento goncalves;RS
3296662b1331dea51e744505065ae889;15805;catanduva;SP
411f3b52d857390502ee4e4d5ceabc2d;9400;ribeirao pires;SP
bba3293d6f5d5af2f415e004e8b93ae3;4726;sao paulo;SP
4e7c18b98d84e05cbae3ff0ff03846c2;14882;jaboticabal;SP
b56906f7fd1696e043f1bcce164c487b;19830;echapora;SP
d650b663c3b5f6fb392b6326366efa9a;6713;cotia;SP
669ae81880e08f269a64487cfb287169;89160;rio do sul;SC
c2d70ce2c5d0a2eb75e78668236e6dc8;4275;sao paulo;SP
674207551483fec113276b67b0d871ff;18040;sorocaba;SP
abe42c5d03695b4257b5c6cbf4e6784e;21235;rio de janeiro;RJ
1996942dc085d7773ba77a529b163cd0;14850;pradopolis;SP
79b93a308a97792cf53ac75f46da00b5;22420;rio de janeiro;RJ
7cf4ea70955b00d6b3c22542598e2715;1125;sao paulo;SP
63ffcb71394dd8ea3872ed9ffda17c74;24813;itaborai;RJ
83353a83fd769dfafa4f21a72b15e3e5;5786;sao paulo;SP
cda598c48d7c614bc1cad7d8ff6f0010;15137;mirassol;SP
d4910f1cdcfdabd48d6b316e395d4a23;9190;santo andre;SP
709e16e2b25c7474d980076c6bfc4806;16200;birigui;SP
9dc79dd988ac42f4d56c340d7048420a;3569;sao paulo;SP
276677b5d08786d5dce7c2149dcce48b;31730;belo horizonte;MG
9c4d31c7e46ab03a43fc06e3142afd4e;20785;rio de janeiro;RJ
512d298ac2a96d1931b6bd30aa21f61d;20060;rio de janeiro;RJ
422be4cc81a457fdb46f47edeb968ae5;14940;ibitinga;SP
99cd94252748d2bdde08e17858233602;12401;sao paulo;SP
698624c6632eeba1774924dbea24c700;1425;sao paulo;SP
8bb48dc19fccaa8613b6229bf7f452a2;19803;assis;SP
ad87df7699e83b8a91822a4a0b765c3a;13820;jaguariuna;SP
d6b664fa0667064c6d76394e7848d790;14801;araraquara;SP
98f52e1020fe788c10c0418de4393fec;27963;macae;RJ
62760d278921b5f352461620d68a9cee;13320;salto;SP
eb72802c83dc7547529c9546d1a9b8ef;13504;rio claro;SP
3f9be91358837bff69df67edfa3e42e8;86039;londrina;PR
1d4587203296c8f4ad134dc286fa6db0;5101;sao paulo;SP
791cfcfe22fe4a771ece27f90017da92;14010;ribeirao preto;SP
392f7f2c797e4dc077e4311bde2ab8ce;21210;rio de janeiro;RN
0c8380b62e38e8a1e6adbeba7eb9688c;37410;tres coracoes;MG
37be5a7c751166fbc5f8ccba4119e043;4248;sao paulo;SP
87d73636a3acf123e842bb890a4db036;15190;nhandeara;SP
3d3ccf2b2f8134b10dce9dd446f0e075;14940;ibitinga;SP
e24d3429d294b2eb200b064ebb035879;3514;sao paulo;SP
44073f8b7e41514de3b7815dd0237f4f;71070;brasilia;DF
05ca864204d09595ae591b93ea9cf93d;6465;barueri;SP
9d39404483343dd55c7ae254494d8388;1044;sao paulo;SP
f9eda05b67bef472deaddbba84aca289;88870;orleans;SC
75745ef7bc7d4f3ea3380f6f5303f514;70384;brasilia;DF
0692610d8abe24f287e9fae90ea0bbee;2310;sao paulo;SP
7b07b3c7487f0ea825fc6df75abd658b;2016;sao paulo;SP
99002261c568a84cce14d43fcffb43ea;78095;cuiaba;MT
e5899683388855d3dabe8913bbe365de;13575;sao carlos;SP
784ba75dd9d20200c4caed3d7a77141a;1040;sao paulo;SP
099095b050cfe8eb1ddff5317587e96e;3322;sao paulo;SP
0ad80de75c811326389cfb1daba7d45e;20261;rio de janeiro;RJ
b9a03475e6447e631b6799ec8274800f;85830;formosa do oeste;PR
ba6b4a237f92479743cf0ca06b67a9ac;23550;rio de janeiro;RJ
ea00f977a203ff88adf7057cb7806998;11085;santos;SP
82e0a475a88cc9595229d8029273f045;3417;sao paulo;SP
ad75519a07f039025e83795a4418470f;76500;santa terezinha de goias;GO
34aefe746cd81b7f3b23253ea28bef39;81210;curitiba;PR
ed4acab38528488b65a9a9c603ff024a;8260;sao paulo;SP
f0837c8d71434931d9e38e7b79234797;95995;arvorezinha;RS
fce62094ffe6a4009188ec44e681dfdd;4674;sao paulo;SP
ebef8d8c92b4fd3226e5d407bbff21ac;14020;ribeirao preto;SP
d73cbd89533ce8b041a9190241453ac8;36525;guiricema;MG
75a4764c108403a7a0575140cb22287c;95072;caxias do sul;RS
70c0fda4c313d87115644d39e62eec60;55004;caruaru;PE
ffcfefa19b08742c5d315f2791395ee5;80045;curitiba;PR
26e13b6ff5b641b329e5524241ee2c93;14401;franca;SP
0ade5cc4a305ed7093a23f68ca47519c;81030;curitiba;PR
fc59392d66ef99377e50356ee4f3b4e1;40243;salvador;BA
b18dc380845b24038cfc48006478f099;9951;diadema;SP
f22a247b79dd22ecd91dc8e3b2a1b07c;8573;itaquaquecetuba;SP
889009a0ed0bb52c87819941192931b8;18682;lencois paulista;SP
ffc470761de7d0232558ba5e786e57b7;7091;guarulhos;SP
4c498c7345e89aebad651544829beca0;6341;carapicuiba;SP
01bcc9d254a0143f0ce9791b960b2a47;76400;uruacu;GO
f021c962aaba8ef6eb527a9c2c8394d1;88301;itajai;SC
024b564ae893ce8e9bfa02c10a401ece;3280;sao paulo;SP
a513150f33f99a06569e9cd5c4bb889b;1545;sao paulo;SP
c1dde11f12d05c478f5de2d7319ad3b2;1026;sao paulo;SP
02f5837340d7eb4f653d676c7256523a;80620;curitiba;PR
7b98de631987e26dd6d803490c43a13c;87900;loanda;PR
f12ff17ad8bbf01ec5c33b17e506649b;3186;sao paulo;SP
a64e44665225d19dfc0277eeeaaccc57;19400;sao paulo;SP
6a8a889bde935bafa76d7848782dfaf9;2839;sao paulo;SP
42b6488f5b8246d9141712abd4b1b693;87014;maringa;PR
d6cd01c59123df02fc226eadbadb5f89;1207;sao paulo;SP
c8e135e7b21ecbc36c1153a29d2f5a06;1411;sao paulo;SP
229c3efbfb0ea2058de4ccdfbc3d784a;30190;belo horizonte;MG
f9a02f1922d1de564392e656d82b3fda;8502;ferraz de vasconcelos;SP
9523fb39dd240aa958e040f8183d64f3;1541;sao paulo;SP
95ec4458365c4d11f452ccf538377619;13481;limeira;SP
6ec1a01e866584bb679eb9b098345919;11040;santos;SP
f6122bc84774df1b372bdb3bb88ddb9f;6436;barueri;SP
fa40cc5b934574b62717c68f3d678b6d;2310;sao paulo;SP
623ad9d0c1e14bb5464a8c72bff7b4af;35530;claudio;MG
c0098efcf800861dcae589affca31408;14080;ribeirao preto;SP
a63bfbaa882c8f4542891b4e2246cc7f;24355;niteroi;RJ
48b6c3f4c6a93171da04b75313f2130f;17700;osvaldo cruz;SP
270d3ef21830ad0ecf3a6c53d08a533a;6380;carapicuiba;SP
89c127985a8b130cfa45c1d36764017a;6016;osasco;SP
8b2492b7ff4468839593fafeed55bad9;24451;sao goncalo;RJ
1e9d5a33694bddb76316fd1f54734d20;78820;jaciara;MT
5e49e3a44bdeb5aab2684258bbd4f525;88330;balenario camboriu;SC
8e34331b7eedd03be4e5d965c1956225;4009;sao paulo;SP
aaed1309374718fdd995ee4c58c9dfcd;89120;timbo;SC
11d4c477d09821164bca4f70a2eae031;14075;ribeirao preto;SP
ff314fa6033cc68ec451c47aee2d6ba4;5424;sao paulo;SP
d1c7fa84e48cfa21a0e595167c1c500e;99730;jacutinga;RS
c7246702dc991a06d788120dc7544391;60440;fortaleza;CE
e819bcfade7b5d88a27325eb6cfd62c5;7242;guarulhos;SP
6d2f2e3b539480db1e0842b3a4e32e6e;7051;guarulhos;SP
e88165a185134e13fdfc85d4fa654db8;8517;ferraz de  vasconcelos;SP
9e6229250fedbe05838fef417b74e7fb;16800;mirandopolis;SP
5abb8ea023c77787f2c15da891c8d384;89228;joinville;SC
1d953075c2f0dd990bacf27b83b330f1;30421;belo horizonte;MG
817245bcc3badd82bbd222e0366951a6;17056;bauru;SP
caa9bc43a9fe8cf9c564ddd8a03cc4a6;12308;jacarei;SP
615005a3ef192c00c6f0e977cee3d2bc;13304;itu;SP
1284de4ae8aa26997e748c851557cf0e;85301;laranjeiras do sul;SP
5fd924b4836098a5be0ecf81ba054ce0;3554;sao paulo;SP
7178f9f4dd81dcef02f62acdf8151e01;89560;videira;SC
8132b9bd16876e1b0f8808d43825dd48;88058;florianopolis;SC
3f995f07c49d0d55a99d5c54957f7d81;6853;itapecerica da serra;SP
a6bd7d1ccdac48c6b33b28596b7eb122;58280;mamanguape;PB
6650fcccd8cd2f7e55ffa524f30c4c59;8490;sao paulo;SP
3db66a856d18a9cba7c9241fc5221c50;35430;ponte nova;MG
8b181ee5518df84f18f4e1a43fe07923;87360;goioere;SP
10ff823eda2b032e2c93d17a7d294736;17280;pederneiras;SP
b4a476fbd28de64b1e347abf9089366a;6653;itapevi;SP
39c763cca83e654764b7a4a650fb9b7c;74563;goiania;GO
dadc51ef321949ec9a3ab25cd902e23d;4821;sao paulo;SP
83b08de96980757220871b31bf6cffca;21820;rio de janeiro;RJ
14a08204d03bb6b6bde8029f801ae0eb;1026;sao paulo;SP
bee36b4f9a2b9fdcaff6ec05df202ed0;3308;sao paulo;SP
28872dc528e978a639754bc8c2ce5a4c;95070;caxias do sul;RS
c85d7b477a709c85a1e8b8f25aa1b270;9640;sao bernardo do campo;SP
739c7d7be81f63812dea0d1b1451c651;58400;campina grande;PB
657969cca82e884d272385ec0ef06edd;93608;estancia velha;RS
455befea1bb853c75ccbca94cff26e5c;27525;resende;RJ
800214c63934acd05d47e84214db8ba8;89251;jaragua do sul;SC
5cf1ec37aea089f45110c70653a166ab;2215;sao paulo;SP
0a82f5fb06a4fe4ac2cf7cb412ec71b8;5524;sao paulo;SP
e45edf75f568ed2f93f78d060e246e25;22790;rio de janeiro;RJ
3d621842b2ed28e2b474132480edac3c;8041;sao paulo;SP
baf15155e37ef5492731459bdc05be8a;5715;sao paulo;SP
c0aff2da32c17759d30b22fb0af6649d;88032;florianopolis;SC
a17f621c590ea0fab3d5d883e1630ec6;18055;sorocaba;SP
4deebb3199eeafb282ae33229144f94b;2112;sao paulo;SP
9d69ba0a7a626a64dc5db08e529559cf;14075;ribeirao preto;SP
f92d8c817434bd2d84d4e9c61322b7fa;18048;sorocaba;SP
8ca5b19e0263150d2c57afdde2b3d011;9336;maua;SP
eec3469d83e142f9a104886655338c37;17030;bauru;SP
55bb6fe5bebe5012e2d7d9928e1128ff;17052;bauru;SP
d180e07dc1e58c31c3f0cd599dc4d945;30620;belo horizonte;MG
d6b1ce66b035a475f00c017792ff9769;13327;salto;SP
3aa3c89ae3cd482385568be76120f63c;74343;goiania;GO
fe4cd9461203cee790d36792420b310f;35300;caratinga;MG
c3aad7dc65449ae90a5e9c3c6c1e78e0;15350;auriflama/sp;SP
f5fea3ffed6c2e889bab72705557c63a;21240;rio de janeiro;RJ
ececbfcff9804a2d6b40f589df8eef2b;14407;franca;SP
a254c682cc01e119f83530446f1df9a9;16500;cafelandia;SP
830379336fad8c6f3b15a4a3ddb5c66e;2518;sao paulo;SP
7d13fca15225358621be4086e1eb0964;14050;ribeirao preto;SP
1b4c3a6f53068f0b6944d2d005c9fc89;88730;sao ludgero;SC
b92e3c8f9738272ff7c59e111e108d7c;36502;uba;MG
b8555308bfdb4ca1ed54325a58da9a97;9751;sao bernardo do campo;SP
71593c7413973a1e160057b80d4958f6;3407;sao paulo / sao paulo;SP
1dc2de47ee26a0a5b12dc14fd6dc0dea;14940;ibitinga;SP
6c6e3d67f969468f3bfd33f827a31222;87035;maringa;PR
66d5ae34537110d3affc56174dad2b2f;15062;sao jose do rio preto;SP
781a66c0d89e30814d49fe8b5e14cd07;13064;campinas;SP
a4bd6e9adf39b63f43dc545d3ca1f53d;21020;rio de janeiro;RJ
f88adb15807168d3c43d71021090ce4a;13660;porto ferreira;SP
fa8d335d68129e464e60c1826a683e96;95660;tres coroas;RS
f12d3c2a14729ae461b920c11fe20fdc;9080;santo andre;SP
4917cee8d902e13428c3ec4b1ca6f315;89031;blumenau;SC
741f8c587cb4248ebc5b779a0e8e0e51;9110;santo andre;SP
4bcec44888b30ba9001234c534716d3f;9230;santo andre;SP
a663d9c3797e90eac99ff60939416a56;3951;sao paulo;SP
dff87e4de60c9736ce8df835951b09bc;3172;sao paulo;SP
ac1ed5fc15901fbc92920361eb4ab350;3334;sao paulo;SP
f9903dd0f812c7e771fcad47b6fff231;89070;blumenau;SC
ac9b01377919cdbd2a1bbb8d5837c70b;8773;mogi das cruzes;SP
5011f0d93373a4c5753adf58ca77af8d;11013;santos;SP
a4e634166243bbb3a13fa584463fa468;6286;osasco;SP
50bf89f1349bc0409a268c3a49678009;15155;jaci;SP
50c9975695009e5e6473912e83a6d1da;35530;claudio;MG
42d4b7e70819438f5ada61c965e92d7e;74045;goiania;GO
7aa4334be125fcdd2ba64b3180029f14;18500;laranjal paulista;SP
b14db04aa7881970e83ffa9426897925;18048;sorocaba;SP
fac1a9017ade7bdc94058fc1c969f355;1126;sao paulo;SP
31ae0774c17fabd06ff707cc5bde005f;13478;americana;SP
f0ec6a2adb05c62655a26dd347b8dede;1303;sao paulo;SP
cc1f04647be106ba74e62b21f358af25;2739;sao paulo;SP
1099a00e0ee3a50935e6c2447ca090c5;20921;rio de janeiro;RJ
3d700782d7818f2c1e0d7a9e9d75fc00;86170;sertanopolis;SP
a3e9a2c700480d9bb01fba070ba80a0e;14940;ibitinga;SP
c3f5668699a1b04c0fa61ecea1e2bff6;86808;apucarana;PR
80f2cf9abf6b5a0e5c612b5eea6646e6;15046;sao jose do rio preto;SP
516e7738bd8f735ac19a010ee5450d8d;22230;rio de janeiro;RJ
4fe2f67634d00c021aa01f96b6f2d68e;87035;maringa;PR
9f505651f4a6abe901a56cdc21508025;4102;sao paulo;SP
17adeba047385fb0c67d8e90b4296d21;7052;guarulhos;SP
7142540dd4c91e2237acb7e911c4eba2;16301;penapolis;SP
c04d70d515d15a7e3db3a73320598566;24020;niteroi;RJ
a3a38f4affed601eb87a97788c949667;89204;joinville;SC
744dac408745240a2c2528fb1b6028f3;83408;colombo;PR
9b013e03b2ab786505a1d3b5c0756754;11450;vicente de carvalho;SP
8b9d6eec4a7eb7d0f9d579ce0b38324d;26562;mesquita;RJ
38e679b9e0064cd94c6f035707344dae;86010;londrina;PR
5444b12c82f21c923f2639ebc722c1ea;2051;sao pauo;SP
83deb69e889cf80f82be1dc6d5f2d486;88056;florianopolis;SC
54aa8463e87776b5612f4bdc4bd5d4de;30550;belo horizonte;MG
2e7ea2aafec5835e781b21d6d1faf1f1;2820;sao paulo;SP
79ebd9a61bac3eaf882805ed4ecfa12a;85802;cascavel;PR
1cbd50a8c52e6cf8e315c5709fab386f;83830;fazenda rio grande;PR
e503f22be6a4f456d9851920a5d9c670;4508;sao paulo;SP
88af55b4a7ca402b27df16f7c7c9b5d2;6775;taboao da serra;SP
5f3ae9136c875522250f8184f253413a;1550;sao paulo;SP
b026643914f651e8371425e5b8a1e780;22783;rio de janeiro;RJ
26af45f5dfd967225a832838aa4e24a3;81070;curitiba;PR
9dd459b29a14bf89d47183cf2cd0e4c7;4716;sao paulo;SP
8e6d7754bc7e0f22c96d255ebda59eba;12233;sao jose dos campos;SP
e250d617a0ad591ba9bd663e584a895d;7084;guarulhos;SP
92c8bc6e8f925792247656fed09aad65;3384;sao paulo;SP
e53d5b9b29d1218281f4a907ada18626;85903;toledo;PR
3ca08eeb8d5595949fed424bd3677742;82510;curitiba;PR
cbd996ad3c1b7dc71fd0e5f5df9087e2;15081;sao jose do rio preto;SP
8daab2245ebdc277c51098d01c5ad8ef;8411;sao paulo;SP
15b3b1b81484422eb41df68ac87f1f50;17047;bauru;SP
e067ad2c1c0b48758eb1b5228bcf7a68;11045;santos;SP
f626e15b7314c267e4429010866f70e9;85960;marechal candido rondon;SP
f1fd5ab1181f827ffad998c1a5de7d74;80010;curitiba;PR
a7c88262832dfc683781d6a421edefae;8710;mogi das cruzes;SP
6b1c4d4d9ccf0be3d8544eb0e71e5318;91130;porto alegre;RS
4e85b538b0dad58852641540686d0e14;12238;sao jose dos campos;SP
093805f8f2aeb63881444571e1f48f30;6236;osasco;SP
5acd070dd3fe441bbb2ec1f1ede515ee;13203;jundiai;SP
3c010235b7345c92f125d14ee232a76b;83800;mandirituba;PR
cb9fb4ca75d7ba8437480e8dde64fe98;3551;sao paulo;SP
ce33c6211beaa8fef4cae8b52db39862;8655;suzano;SP
081acf3de680d554796c9cf041be7bc2;33200;vespasiano;MG
6989574bd97d9773f10d232b6c07da59;80040;curitiba;PR
535bf14f36346c7f59d87cece104d70c;20735;rio de janeiro;RJ
8501d82f68d23148b6d78bb7c4a42037;89031;blumenau;SC
7f02656561b680def9986c0795a8a080;1417;sao paulo;SP
57a834594e1e9e9219603bfec184eadc;98780;santa rosa;RS
8fd3b4468f6425810648177996c14cbd;15015;sao jose do rio preto;SP
6d803cb79cc31c41c4c789a75933b3c7;14600;sao joaquim da barra;SP
5f2684dab12e59f83bef73ae57724e45;5125;sao paulo;SP
713e3a23ca5e47786eb6f0d99f94cfac;81050;curitiba;PR
f97e2b0650c2068227e1d366140eb62f;13830;santo antonio de posse;SP
8b321bb669392f5163d04c59e235e066;1212;sao paulo;SP
32f83ffe11cd40f7adcf4eef171f52d9;97502;uruguaiana;RS
76d64c4aca3a7baf218bf93ef7fa768d;80215;curitiba;PR
d06d019f72a04e5497a0b64190af170c;6703;cotia;SP
ec80e49e69745ab6c14f984bf2149423;13480;limeira;SP
f8f35af4634605e6693c17cc3ffff5a8;37400;campanha;MG
004c9cd9d87a3c30c522c48c4fc07416;14940;ibitinga;SP
3bdff180c7e1f6551a643b99c265a120;4811;sao paulo;SP
6b89abe95848c850399130d149a39b63;75640;piracanjuba;GO
aced59e9b31ef866a94f9e7f29d8d418;3306;sao paulo;SP
b4f8921fcc4ff77b66bea6dda43dcd51;95034;caxias do sul;RS
d2572f31e9023e9850ef986a636ff9bf;30640;belo horizonte;MG
c731d18cea9bf687ffee82a241c25b11;89701;concordia;SC
3dc69bf2c42f0568a5c4791ec3fd3745;2880;sao paulo;SP
d8d9567d0bfb0bc7eb845a205ba42657;3688;sao paulo;SP
0daf5180aa44356f60f8effa533b55a2;74043;goiania;GO
5194c22ed1f616ec0c0f33c571542879;37540;santa rita do sapucai;MG
fe8055980a4ff7f64ed889c2b5926929;81925;curitiba;PR
c42fd8e4d47dfb18ce5222f2dd7752f9;6246;osasco;SP
671585f5a2af58b6e276bc01003c0d2b;80510;curitiba;PR
2dd1fb6f0e42a2243b8a01e40cd41216;80240;curitiba;PR
a7c53f6b3b61adbdaa99dda97e8cbd56;14780;barretos;SP
a11a0e0ca67423425691db355cff69b0;13330;indaiatuba;SP
5bffbafbb22daf6d3bfc216a46db8708;26525;nilopolis;RJ
fc0b214b59a83615fea981c6424a02ae;9380;maua;SP
011b0eaba87386a2ae96a7d32bb531d1;17580;pompeia;SP
43753b27d77860f1654aa72e251a7878;44895;barro alto;BA
822b63912576852aea9a8436d72317b7;13840;mogi guacu;SP
